iter	Logloss
435	0.06524174568
436	0.06497000453
437	0.06457753242
438	0.06433505073
439	0.06417250246
440	0.06397388895
441	0.06362144639
442	0.06316879709
443	0.06303531326
444	0.06275357506
445	0.06253348319
446	0.0623405021
447	0.06214900601
448	0.06202155622
449	0.06174616185
450	0.06161996122
451	0.06151058908
452	0.06144709776
453	0.06103815004
454	0.06095235839
455	0.06068803062
456	0.06054265873
457	0.06007840254
458	0.05995463686
459	0.0598115762
460	0.05970231443
461	0.05949216544
462	0.05927791128
463	0.05914875262
464	0.05898589962
465	0.05875306455
466	0.05866990689
467	0.05838369846
468	0.05810333221
469	0.0578338851
470	0.05757308166
471	0.05732719078
472	0.0571086871
473	0.05697586849
474	0.05672981712
475	0.0564570122
476	0.05627761695
477	0.05610450974
478	0.05578449966
479	0.05558167615
480	0.05538477226
481	0.05525337806
482	0.05504139506
483	0.05500406646
484	0.05487149816
485	0.05474027039
486	0.05442280386
487	0.05441713443
488	0.05418816304
489	0.05387462604
490	0.05371589988
491	0.05348348179
492	0.0533111645
493	0.05314525448
494	0.0529143993
495	0.05261420029
496	0.0523917421
497	0.05222179454
498	0.05194992944
499	0.0515756019
500	0.05118746661
501	0.05108672105
502	0.05068640962
503	0.05068230781
504	0.05047358371
505	0.05028959693
506	0.04996110296
507	0.04995568565
508	0.04974628383
509	0.0496795689
510	0.04946355241
511	0.04933195217
512	0.04931357986
513	0.04914208122
514	0.04912901186
515	0.04903285786
516	0.04877972141
517	0.04865518523
518	0.04864873666
519	0.04860372022
520	0.04834118237
521	0.04827944537
522	0.04805969316
523	0.04800264793
524	0.04784187735
525	0.0476814661
526	0.04767885378
527	0.04762836191
528	0.04747484286
529	0.04726088289
530	0.04712716114
531	0.04698543334
532	0.04683343462
533	0.04666349158
534	0.04653462994
535	0.04652997946
536	0.04646246497
537	0.04629508714
538	0.04622785509
539	0.04604257719
540	0.04603887483
541	0.04601225575
542	0.04591793651
543	0.04591778413
544	0.0458963113
545	0.04570833433
546	0.04559119481
547	0.04555516405
548	0.04545129485
549	0.04527699557
550	0.04527028387
551	0.04512173642
552	0.04504191462
553	0.04488248858
554	0.04476827234
555	0.04454769871
556	0.04451509001
557	0.04432100372
558	0.04429334364
559	0.0442123527
560	0.04410404255
561	0.04404534332
562	0.04371605529
563	0.0435481613
564	0.04354199266
565	0.04340061393
566	0.04323936221
567	0.04309859189
568	0.04289113346
569	0.04289012443
570	0.04280227178
571	0.04265058227
572	0.04257043264
573	0.04257058541
574	0.04248595388
575	0.0423725307
576	0.04228894826
577	0.0420560475
578	0.04199890735
579	0.04186033799
580	0.04175997771
581	0.04174090835
582	0.04158188077
583	0.04144625434
584	0.04128171981
585	0.04123958046
586	0.04123011074
587	0.04119607264
588	0.0410165038
589	0.0408746962
590	0.04071262113
591	0.04069498885
592	0.04064658213
593	0.04052301931
594	0.04035430164
595	0.04025043053
596	0.04010848302
597	0.03994632307
598	0.03982799477
599	0.0396419632
600	0.03958112135
601	0.0395515246
602	0.039458443
603	0.03931736373
604	0.03931720347
605	0.03915991437
606	0.03906832981
607	0.03891822744
608	0.03881412495
609	0.03861204302
610	0.03851543905
611	0.0383259071
612	0.03823748482
613	0.03809868379
614	0.038098588
615	0.03790441663
616	0.03779418855
617	0.03768772841
618	0.03762599668
619	0.03750844844
620	0.03741078266
621	0.03727175989
622	0.03714934055
623	0.03714666516
624	0.03703875213
625	0.03703850422
626	0.03694051629
627	0.03688311787
628	0.03680789255
629	0.03680531744
630	0.03667843262
631	0.03656669353
632	0.03643948905
633	0.0363379023
634	0.03631905025
635	0.03611357677
636	0.03606574558
637	0.03598576094
638	0.03588838577
639	0.03572885919
640	0.03570687407
641	0.03556318726
642	0.03547573635
643	0.03530699921
644	0.03517235002
645	0.03511724484
646	0.03505647626
647	0.03491585448
648	0.03481139737
649	0.03481133785
650	0.03474106802
651	0.03467104635
652	0.03454884219
653	0.03444171544
654	0.03441519044
655	0.03432237729
656	0.03431736633
657	0.03417389045
658	0.03415204819
659	0.03403874915
660	0.03401789637
661	0.03393882269
662	0.03392431863
663	0.03382448463
664	0.03370860388
665	0.03362555015
666	0.03347791728
667	0.03338358295
668	0.03335601551
669	0.03321796228
670	0.03316377814
671	0.03304786839
672	0.03297098368
673	0.03292763952
674	0.03271916207
675	0.03267157986
676	0.03259628503
677	0.03249305036
678	0.03234094919
679	0.03224171009
680	0.0322075766
681	0.03211082951
682	0.03210606239
683	0.0319235665
684	0.0318750904
685	0.03177277306
686	0.03168838546
687	0.03159821459
688	0.03147479904
689	0.03133738222
690	0.03130370446
691	0.03120812963
692	0.03116879258
693	0.03106291578
694	0.03096459767
695	0.03085367653
696	0.03082607815
697	0.03073844597
698	0.03068168577
699	0.03065185157
700	0.03061129962
701	0.03050934977
702	0.03046240085
703	0.03039237838
704	0.03038738015
705	0.03031087634
706	0.03030877701
707	0.03011485111
708	0.03002315832
709	0.02989190324
710	0.02979064025
711	0.02971208737
712	0.02966073798
713	0.02961081343
714	0.0295392322
715	0.02947749087
716	0.02932289609
717	0.02922433989
718	0.0291652566
719	0.02909953216
720	0.02900236326
721	0.02892863752
722	0.02892859146
723	0.02888555173
724	0.02886344901
725	0.02877220264
726	0.02869878317
727	0.02861068401
728	0.02857243638
729	0.02850229621
730	0.02844773289
731	0.02837778758
732	0.02827423088
733	0.02815585345
734	0.02815581628
735	0.02814809211
736	0.02804306725
737	0.02795448884
738	0.02781261927
739	0.02777413553
740	0.02777409606
741	0.02770839126
742	0.02764659895
743	0.02747911736
744	0.02740088463
745	0.02736996123
746	0.02729885792
747	0.02729873591
748	0.02721316051
749	0.02718853843
750	0.02712832315
751	0.02712824727
752	0.02707022993
753	0.02695996993
754	0.0269448217
755	0.02690129285
756	0.02676341532
757	0.02667262755
758	0.02661126083
759	0.02661055291
760	0.02654143036
761	0.02654122056
762	0.02653474742
763	0.02647631529
764	0.02637709576
765	0.02627247687
766	0.02620156791
767	0.02615104293
768	0.0261507525
769	0.02610329285
770	0.02610242435
771	0.02604719639
772	0.0260435551
773	0.02601588189
774	0.02598501631
775	0.02594134357
776	0.02583260447
777	0.02583243731
778	0.0257480565
779	0.02566877579
780	0.02562165273
781	0.02554068794
782	0.02550083074
783	0.02547091236
784	0.02546742772
785	0.02546372639
786	0.0254604172
787	0.02537502577
788	0.02528004229
789	0.02527454615
790	0.02527447618
791	0.02527431128
792	0.02519581016
793	0.0251301762
794	0.02508563993
795	0.02507675131
796	0.02504629946
797	0.02499599533
798	0.02496432938
799	0.02492098148
800	0.02480388057
801	0.02475375465
802	0.02475183899
803	0.02468145847
804	0.02460082962
805	0.02453450288
806	0.02446149724
807	0.02442226881
808	0.02435978023
809	0.02424110157
810	0.0242411359
811	0.02424113023
812	0.02416774073
813	0.02407332292
814	0.02399342017
815	0.02399336489
816	0.02398279419
817	0.02390081108
818	0.02383016538
819	0.02369599947
820	0.02366636085
821	0.02366439314
822	0.02366441488
823	0.02365215427
824	0.02363158956
825	0.0235774972
826	0.0235773233
827	0.02356531902
828	0.02354258355
829	0.02345010134
830	0.02340756034
831	0.02335897855
832	0.02333004851
833	0.02322463659
834	0.02322456994
835	0.0232216818
836	0.02321515339
837	0.02312651632
838	0.02304831158
839	0.02301980002
840	0.02298499648
841	0.02291609609
842	0.02281406098
843	0.02281349489
844	0.02278779022
845	0.02276388523
846	0.02271240729
847	0.02265426274
848	0.02262473666
849	0.02256882026
850	0.02253240427
851	0.02248953322
852	0.02239752125
853	0.02233887241
854	0.02227249755
855	0.02223673497
856	0.02220296169
857	0.02218041442
858	0.02218037464
859	0.02214019017
860	0.02209096555
861	0.02205172255
862	0.02200621828
863	0.02197683761
864	0.02191040266
865	0.02188142554
866	0.0218246295
867	0.02175449609
868	0.02172388399
869	0.0216779826
870	0.02164922206
871	0.02158419137
872	0.02157718496
873	0.02152126675
874	0.02147178241
875	0.02145178339
876	0.02142294993
877	0.02139954676
878	0.02136485497
879	0.02131630798
880	0.02130759076
881	0.021275591
882	0.02127549295
883	0.02126919156
884	0.0211959255
885	0.02116480851
886	0.02112411643
887	0.02103939575
888	0.02097999905
889	0.0209792715
890	0.02097811637
891	0.02097732978
892	0.02097733631
893	0.02096169655
894	0.02090749749
895	0.02090752867
896	0.02084186392
897	0.02079710668
898	0.02079701516
899	0.0207969658
900	0.02076091015
901	0.02072789493
902	0.02066901898
903	0.02062489717
904	0.02055799872
905	0.02055610356
906	0.02052319947
907	0.020475382
908	0.0204214924
909	0.02037565521
910	0.0203430696
911	0.02023138724
912	0.02023117175
913	0.02020423138
914	0.02017821335
915	0.02010773548
916	0.02006848964
917	0.02004256842
918	0.01999006005
919	0.01997029609
920	0.01991549779
921	0.019915509
922	0.01990106301
923	0.01986366806
924	0.0197990255
925	0.0197282015
926	0.01972439273
927	0.01969960793
928	0.01964244364
929	0.01962986231
930	0.01956201024
931	0.01949652008
932	0.01943683916
933	0.01938681755
934	0.01934160424
935	0.01929320373
936	0.01922018675
937	0.01917338404
938	0.01915625338
939	0.01915128826
940	0.01911678176
941	0.01907249214
942	0.01903616873
943	0.01898697446
944	0.01895315818
945	0.01891467264
946	0.01891466284
947	0.01891459442
948	0.01886956456
949	0.01882052486
950	0.01878994233
951	0.01878992906
952	0.01878992592
953	0.01878988294
954	0.01878614573
955	0.01878465298
956	0.01875320176
957	0.01871905363
958	0.01870786784
959	0.01870422854
960	0.01869516927
961	0.01869505597
962	0.01869014562
963	0.01865779478
964	0.01859966711
965	0.01857454743
966	0.01848978527
967	0.01846329571
968	0.01842637381
969	0.01837204609
970	0.01834669703
971	0.01830667666
972	0.01825975981
973	0.01818108455
974	0.01818110043
975	0.0181397766
976	0.01810611597
977	0.01806437383
978	0.01804638598
979	0.0180212858
980	0.01799060387
981	0.0179648561
982	0.0179648766
983	0.01796139967
984	0.01791263268
985	0.01788730421
986	0.01780489589
987	0.01774117209
988	0.01773045931
989	0.01769876491
990	0.01767787962
991	0.01764174989
992	0.01761230074
993	0.01756144574
994	0.01753221158
995	0.01749356708
996	0.01743606052
997	0.01741435492
998	0.01739499106
999	0.01735083351
